c	P	Cykliczność	Czas (h)	Kontekst	Priorytet	PP	Level	LP	Miejsce	Termin	👽	w	u	n1	n2	Zadanie	Opis	Opis 2
C		co tydzień	3	inne	6. Trivial	1	Trudne	1	-----	2026-09-08	2	s	!			Tworzyć grę
T			1	zdrowie	3. High	4	Trudne	1	-----	2026-10-01	5	s	!			zdecydować co z paluchem
C		co rok	0,5	samochód	2. Critical	10	Średnie	3	-----	2026-10-24	13	a	!!!			AC (Perła) - termin do 7 listopada
T			2	inne	5. Low	2	Średnie	3	-----	2026-03-28	5	s	x			Feedly - monitorowanie wiadomości
C		co 2 lata	1	dom	2. Critical	10	Średnie	3	Kocoń	2026-11-03	13	a	!!!			Przygotować i przetestować odśnieżarkę na sezon
C		co rok	2	samochód	4. Normal	3	Średnie	3	-----	2026-11-15	6	a	!!			wymiana opon na zimowe (Potworek) - około 15 listopada
C		co rok	2	samochód	4. Normal	3	Średnie	3	-----	2026-11-15	6	a	!!			wymiana opon na zimowe (Perła) - około 15 listopada
T			1	pomysły	5. Low	2	Średnie	3	-----	2026-03-28	5	s	x			Apka do tworzenia planów domów RTG? - zweryfikować pomysł	Wykonać zdjęcia domu pod różnymi kątami czymś co przenika przez ściany i pokazuje strukturę budynku. Zrobić analogiczne zdjęcia w normalny sposób. AI przeanalizuje zdjęcia by wyznaczyć model 3D na podstawie wykrycia na zdjęciach krawędzi ścian i naśnieżone na model 3D kolory odpowiednie do tych z normalnych zdjęć. Na tej podstawie można byłoby generować projekty rzutów domu z wymiarami a nawet naniesionymi na nie instalacjami hydraulicznymi i morze elektrycznymi. Możliwe że aby dobrze zmapować dom to trzeba będzie powstawiać do niego jakieś elementy dzięki którym AI będzie się łatwiej zorientować przestrzennie analizując zdjęcia.
C		co rok	1	praca	2. Critical	10	Średnie	3	-----	2027-01-05	13	s	!			Ubezpieczenie na firmie OCD
T			2	inne	5. Low	2	Średnie	3	-----	2027-02-08	5	s	!!			Roda lub spotkanie capo-emerytów - napisać do Pieca, Virusa itd
C		co 3 miesiące	1,5	raj	4. Normal	3	Trudne	1	Kocoń	2026-06-28	4	a	!			Raj - mycie
T			2	inne	6. Trivial	1	Średnie	3	-----	2026-03-28	4	s	x			Samolot z papieru https://fb.watch/kp7N2_zwlM/d
C		co 2 lata	1	dom	3. High	4	Średnie	3	Kocoń	2027-09-23	7	a	!!			SERWIS sprzętu Kosiarki / odśnieżarki
